Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Owner_Count,Price
Mercedes,GLA,2014,2.9,Diesel,Manual,3243,2,11135
Chevrolet,Malibu,2015,2.8,Electric,Automatic,92699,1,13046
Audi,A3,2015,2.8,Petrol,Automatic,246588,2,7968
Kia,Rio,2010,3.0,Hybrid,Automatic,43974,5,11720
Audi,A3,2020,4.5,Diesel,Semi-Automatic,165484,5,11290
Honda,Accord,2007,1.2,Petrol,Semi-Automatic,245094,5,2498
Ford,Focus,2014,2.2,Petrol,Semi-Automatic,88831,1,8723
Mercedes,E-Class,2014,2.8,Hybrid,Automatic,262760,2,8344
Mercedes,GLA,2001,2.6,Hybrid,Automatic,123342,2,7033
Volkswagen,Passat,2008,3.1,Petrol,Manual,261959,2,4360
Audi,Q5,2023,4.1,Petrol,Semi-Automatic,273313,3,9633
Mercedes,GLA,2017,2.8,Petrol,Manual,233511,4,7329
Hyundai,Sonata,2004,2.8,Diesel,Semi-Automatic,80740,4,6485
Chevrolet,Malibu,2005,4.7,Hybrid,Semi-Automatic,80337,4,9693
Mercedes,C-Class,2011,3.1,Electric,Manual,90362,3,10692
Chevrolet,Impala,2012,3.4,Hybrid,Automatic,282395,2,7952
Kia,Rio,2011,1.1,Petrol,Automatic,195258,2,6094
Mercedes,E-Class,2004,2.2,Electric,Automatic,172373,5,7552
Toyota,Camry,2016,2.6,Petrol,Semi-Automatic,246185,5,6576
Honda,Civic,2003,3.7,Hybrid,Manual,78952,4,8120
Mercedes,GLA,2017,4.5,Hybrid,Automatic,172313,2,12753
Chevrolet,Impala,2013,2.7,Hybrid,Automatic,34649,2,12507
Toyota,Camry,2004,4.8,Petrol,Semi-Automatic,139871,4,7302
Chevrolet,Impala,2021,2.9,Diesel,Manual,272066,3,7858
Toyota,Camry,2014,4.6,Diesel,Manual,53192,4,11836
Honda,Civic,2004,3.5,Petrol,Automatic,223180,4,5836
Hyundai,Sonata,2016,2.4,Electric,Semi-Automatic,156430,2,10171
Hyundai,Tucson,2006,1.2,Diesel,Automatic,55653,3,7486
Hyundai,Elantra,2005,2.0,Diesel,Automatic,23686,4,8626
BMW,3 Series,2002,1.4,Petrol,Manual,122799,1,3644
Volkswagen,Tiguan,2008,3.8,Diesel,Semi-Automatic,40095,4,9498
Chevrolet,Equinox,2010,4.0,Hybrid,Automatic,129931,5,11001
Toyota,Corolla,2012,2.1,Diesel,Semi-Automatic,155049,3,6699
Honda,Accord,2021,2.7,Diesel,Automatic,134924,5,11901
Ford,Fiesta,2018,1.3,Petrol,Automatic,48622,1,11327
Volkswagen,Golf,2014,1.1,Hybrid,Automatic,132424,3,9251
Volkswagen,Tiguan,2006,4.6,Diesel,Semi-Automatic,97345,4,8553
Hyundai,Sonata,2019,2.9,Electric,Manual,125586,2,12188
BMW,X5,2005,4.7,Hybrid,Manual,45664,5,10386
Audi,A3,2021,3.5,Hybrid,Automatic,259125,3,11217
Ford,Focus,2002,4.7,Diesel,Automatic,121836,4,8463
Honda,Accord,2001,5.0,Petrol,Semi-Automatic,130885,5,6782
Mercedes,E-Class,2021,4.3,Diesel,Automatic,199460,3,12210
Toyota,RAV4,2013,4.7,Diesel,Semi-Automatic,194077,2,8818
Audi,A3,2022,1.1,Hybrid,Semi-Automatic,100576,4,10788
Honda,Accord,2001,4.6,Petrol,Semi-Automatic,60030,4,7799
BMW,5 Series,2011,2.2,Hybrid,Semi-Automatic,1204,1,10575
BMW,5 Series,2018,1.6,Hybrid,Automatic,117550,2,11249
Chevrolet,Equinox,2005,2.6,Hybrid,Manual,108983,4,7020
Hyundai,Tucson,2000,3.7,Hybrid,Automatic,127711,5,7745
Ford,Fiesta,2011,2.2,Diesel,Manual,212191,3,5356
Hyundai,Sonata,2001,2.2,Petrol,Automatic,224898,3,3602
BMW,X5,2014,1.9,Petrol,Automatic,123083,4,9238
Audi,Q5,2022,3.0,Electric,Automatic,177872,3,13642
Kia,Sportage,2017,1.9,Petrol,Automatic,295322,3,6693
BMW,X5,2012,2.1,Diesel,Semi-Automatic,210734,2,5585
Toyota,Camry,2014,2.5,Hybrid,Semi-Automatic,194179,3,7916
BMW,5 Series,2018,4.9,Diesel,Manual,23752,2,13924
Honda,Accord,2018,3.2,Electric,Manual,239683,3,9906
BMW,X5,2014,2.3,Hybrid,Manual,3593,4,11528
Volkswagen,Passat,2002,1.4,Diesel,Automatic,41749,1,6765
Volkswagen,Tiguan,2002,2.2,Hybrid,Manual,215636,5,3587
Toyota,RAV4,2007,2.3,Electric,Automatic,276638,4,6467
Chevrolet,Impala,2000,3.5,Electric,Manual,83835,5,7923
BMW,5 Series,2001,1.6,Diesel,Manual,129239,2,3415
Chevrolet,Impala,2014,1.8,Electric,Semi-Automatic,108808,3,9923
Volkswagen,Passat,2000,1.8,Electric,Automatic,260652,1,4186
Audi,A4,2018,1.1,Electric,Semi-Automatic,297999,5,6640
Toyota,Camry,2006,3.2,Hybrid,Automatic,260053,2,6398
Chevrolet,Malibu,2019,2.4,Petrol,Automatic,219203,4,9315
Audi,Q5,2001,4.5,Electric,Semi-Automatic,147300,4,7954
BMW,5 Series,2007,1.9,Electric,Semi-Automatic,8147,1,9937
Volkswagen,Tiguan,2002,1.5,Hybrid,Automatic,199749,2,4705
Chevrolet,Equinox,2013,2.7,Hybrid,Semi-Automatic,53830,5,10623
Volkswagen,Tiguan,2017,4.0,Hybrid,Manual,231470,2,9570
Volkswagen,Passat,2010,2.9,Electric,Manual,135920,2,9281
Toyota,Camry,2000,4.4,Hybrid,Manual,57645,3,8347
Chevrolet,Equinox,2019,4.6,Diesel,Semi-Automatic,113334,3,12133
Toyota,Corolla,2003,2.7,Diesel,Manual,297911,2,2000
Toyota,Camry,2011,1.9,Petrol,Semi-Automatic,4408,4,9211
Hyundai,Elantra,2023,3.4,Hybrid,Manual,61514,2,14169
Honda,Accord,2020,2.9,Petrol,Automatic,265957,3,9180
Chevrolet,Equinox,2009,4.9,Petrol,Manual,187571,1,7948
Kia,Optima,2023,3.9,Diesel,Semi-Automatic,99441,1,12911
BMW,5 Series,2011,2.5,Diesel,Manual,241741,2,5065
Chevrolet,Impala,2008,4.0,Petrol,Manual,288161,1,4736
Honda,CR-V,2000,2.7,Hybrid,Semi-Automatic,121855,4,5362
Mercedes,GLA,2010,1.8,Petrol,Automatic,223845,3,5923
Kia,Optima,2005,4.9,Diesel,Manual,256501,4,5369
Volkswagen,Tiguan,2001,3.0,Diesel,Automatic,267839,3,3543
Honda,Accord,2010,2.7,Electric,Manual,170924,1,8381
Toyota,RAV4,2003,1.3,Electric,Semi-Automatic,106652,2,6166
BMW,3 Series,2002,1.1,Hybrid,Manual,192750,1,2945
Honda,Accord,2011,4.7,Electric,Automatic,176460,4,12070
Honda,Civic,2010,4.0,Hybrid,Manual,57669,2,10946
Honda,Accord,2008,1.1,Electric,Semi-Automatic,292057,3,3758
Honda,CR-V,2013,3.2,Diesel,Manual,59388,2,10012
Hyundai,Tucson,2017,4.5,Petrol,Automatic,267485,1,9850
Audi,A3,2015,3.5,Hybrid,Automatic,127954,1,12040
Volkswagen,Tiguan,2007,1.2,Diesel,Semi-Automatic,146587,1,4468
Chevrolet,Equinox,2019,4.1,Hybrid,Semi-Automatic,9200,2,14716
Honda,Civic,2002,2.1,Electric,Automatic,245787,5,5384
Hyundai,Elantra,2007,4.7,Electric,Manual,186809,1,9163
Mercedes,GLA,2001,3.6,Hybrid,Semi-Automatic,35821,3,8283
Toyota,Corolla,2013,1.5,Electric,Semi-Automatic,121751,2,9064
Hyundai,Elantra,2013,2.0,Diesel,Semi-Automatic,88275,4,8234
Audi,Q5,2008,2.8,Diesel,Automatic,227755,3,6244
Volkswagen,Tiguan,2011,4.4,Hybrid,Automatic,175408,4,10791
Hyundai,Tucson,2021,4.6,Hybrid,Manual,157634,4,12847
Ford,Fiesta,2019,4.9,Electric,Automatic,250207,5,13195
Hyundai,Tucson,2006,3.6,Petrol,Semi-Automatic,263199,4,4236
Honda,Accord,2009,2.6,Hybrid,Automatic,59651,4,10706
Audi,A4,2005,4.1,Hybrid,Manual,101857,3,8662
Audi,A4,2010,2.2,Diesel,Semi-Automatic,7796,1,9144
Mercedes,GLA,2013,3.5,Hybrid,Manual,142779,1,9644
Toyota,Camry,2019,3.5,Hybrid,Manual,160589,5,11088
Kia,Optima,2013,4.0,Diesel,Manual,34829,5,11303
Honda,CR-V,2015,1.4,Electric,Automatic,238290,3,8734
Kia,Rio,2012,3.3,Hybrid,Automatic,253002,3,8439
Volkswagen,Tiguan,2013,4.2,Petrol,Automatic,79579,3,12108
Volkswagen,Tiguan,2006,1.7,Electric,Manual,217119,4,5257
Chevrolet,Malibu,2013,1.9,Electric,Automatic,36708,2,12665
BMW,5 Series,2000,5.0,Petrol,Automatic,260128,3,5397
Audi,Q5,2005,2.2,Petrol,Automatic,48268,1,8334
Kia,Optima,2021,2.2,Hybrid,Automatic,205621,1,10987
BMW,5 Series,2000,4.9,Petrol,Semi-Automatic,277530,1,3449
Toyota,Corolla,2015,3.4,Hybrid,Automatic,292522,1,8649
Audi,Q5,2023,2.7,Hybrid,Manual,214838,5,10403
Mercedes,C-Class,2008,5.0,Hybrid,Automatic,163749,3,10725
Ford,Fiesta,2002,1.2,Petrol,Semi-Automatic,2113,1,5857
Volkswagen,Tiguan,2011,3.9,Petrol,Manual,230860,5,6682
Ford,Fiesta,2017,2.8,Diesel,Semi-Automatic,133732,3,9325
Chevrolet,Malibu,2005,2.8,Petrol,Manual,240044,2,3599
Kia,Optima,2020,1.6,Petrol,Semi-Automatic,135693,3,8986
Toyota,Camry,2007,3.4,Electric,Semi-Automatic,257837,5,6443
Hyundai,Tucson,2018,4.9,Diesel,Semi-Automatic,115393,5,12092
BMW,3 Series,2022,2.2,Hybrid,Manual,148932,1,10921
Honda,Civic,2000,4.0,Petrol,Manual,67746,2,6745
Audi,A3,2022,1.6,Electric,Semi-Automatic,70988,4,12880
Chevrolet,Malibu,2023,4.3,Diesel,Manual,48721,5,14325
Kia,Sportage,2004,1.8,Petrol,Semi-Automatic,239182,5,2316
Mercedes,C-Class,2017,2.9,Hybrid,Manual,269013,1,7719
Audi,Q5,2000,2.0,Petrol,Semi-Automatic,64819,2,4803
Volkswagen,Golf,2013,2.7,Petrol,Automatic,272614,5,6747
Volkswagen,Golf,2005,1.3,Diesel,Semi-Automatic,290532,3,2000
Toyota,RAV4,2011,2.8,Hybrid,Automatic,223865,5,8222
Ford,Focus,2017,3.9,Petrol,Manual,246848,4,8163
Volkswagen,Golf,2008,3.1,Diesel,Manual,108467,1,7430
Volkswagen,Golf,2003,2.1,Hybrid,Semi-Automatic,103278,3,6034
BMW,3 Series,2015,3.3,Hybrid,Semi-Automatic,125268,1,10394
BMW,5 Series,2014,2.1,Diesel,Semi-Automatic,183149,2,6737
Ford,Explorer,2015,4.7,Diesel,Semi-Automatic,202322,5,9253
Volkswagen,Golf,2017,3.7,Diesel,Manual,58102,3,11737
Hyundai,Elantra,2022,1.5,Electric,Semi-Automatic,41173,2,13376
Volkswagen,Golf,2022,1.8,Petrol,Semi-Automatic,278342,1,6933
Ford,Explorer,2009,2.1,Hybrid,Manual,200018,3,5899
Kia,Sportage,2000,3.3,Electric,Semi-Automatic,196915,5,5461
BMW,3 Series,2012,4.4,Petrol,Automatic,552,1,13588
Ford,Fiesta,2008,2.9,Diesel,Automatic,89645,4,9107
Kia,Sportage,2004,4.3,Hybrid,Manual,5954,3,10480
Toyota,RAV4,2016,1.6,Diesel,Semi-Automatic,41061,1,9678
Ford,Explorer,2021,2.0,Hybrid,Manual,153706,1,10325
Honda,CR-V,2003,2.3,Petrol,Semi-Automatic,293688,5,2000
Volkswagen,Tiguan,2011,4.0,Electric,Semi-Automatic,291373,5,7572
Honda,Civic,2009,1.0,Petrol,Manual,285502,4,2089
Ford,Focus,2000,4.0,Electric,Semi-Automatic,210630,3,5887
Volkswagen,Passat,2012,4.3,Hybrid,Automatic,147407,2,11551
Chevrolet,Impala,2009,4.6,Diesel,Semi-Automatic,58162,5,10236
Kia,Optima,2000,1.9,Diesel,Automatic,51334,2,6473
Toyota,RAV4,2013,1.7,Electric,Semi-Automatic,59577,1,10508
Toyota,Camry,2001,3.1,Electric,Manual,279309,1,3913
Volkswagen,Passat,2009,3.6,Petrol,Semi-Automatic,100942,1,8381
Mercedes,C-Class,2002,4.5,Diesel,Automatic,24369,1,10212
Kia,Rio,2004,2.0,Diesel,Automatic,116081,2,6478
Audi,Q5,2007,4.5,Diesel,Semi-Automatic,56348,5,9573
Toyota,Camry,2011,3.9,Diesel,Semi-Automatic,264755,5,6004
BMW,3 Series,2022,3.5,Hybrid,Automatic,254869,2,11602
Honda,Accord,2003,4.9,Diesel,Semi-Automatic,60570,4,8688
Hyundai,Elantra,2017,2.3,Hybrid,Semi-Automatic,3009,4,12439
BMW,X5,2006,1.8,Diesel,Semi-Automatic,48144,5,6737
Ford,Focus,2002,2.5,Electric,Manual,50314,4,8193
Mercedes,GLA,2002,2.2,Diesel,Automatic,5020,5,8299
Audi,A4,2002,4.4,Diesel,Automatic,81512,3,8969
Hyundai,Tucson,2013,4.7,Diesel,Semi-Automatic,254167,4,7616
BMW,3 Series,2020,3.5,Diesel,Semi-Automatic,232400,1,8952
Volkswagen,Tiguan,2023,2.0,Petrol,Automatic,128626,1,11927
Hyundai,Elantra,2010,4.9,Diesel,Semi-Automatic,133554,3,9328
Chevrolet,Malibu,2015,2.8,Petrol,Semi-Automatic,225481,3,6890
Mercedes,GLA,2022,5.0,Petrol,Automatic,211047,2,12979
Kia,Rio,2006,2.0,Electric,Semi-Automatic,49359,4,8912
Mercedes,GLA,2000,2.1,Hybrid,Semi-Automatic,26663,1,6666
Ford,Fiesta,2018,4.9,Electric,Manual,183575,2,12728
Honda,Civic,2006,2.2,Petrol,Semi-Automatic,297485,3,2150
Toyota,Camry,2002,4.4,Petrol,Semi-Automatic,265879,5,3782
Mercedes,GLA,2017,1.9,Electric,Semi-Automatic,5233,5,12995
Audi,Q5,2009,4.0,Electric,Manual,265479,5,7490
Toyota,Corolla,2005,2.8,Electric,Manual,138032,4,7639
Chevrolet,Malibu,2023,2.0,Hybrid,Manual,160084,4,10798
Toyota,Corolla,2008,3.1,Hybrid,Automatic,34423,3,11411
Mercedes,GLA,2000,2.7,Electric,Semi-Automatic,116677,2,6466
Volkswagen,Golf,2014,1.1,Petrol,Semi-Automatic,113145,5,7137
Volkswagen,Passat,2002,1.7,Electric,Semi-Automatic,264575,1,3108
BMW,5 Series,2003,3.6,Petrol,Automatic,240657,2,5286
Volkswagen,Tiguan,2006,2.4,Petrol,Automatic,154960,1,6700
Hyundai,Elantra,2017,2.4,Hybrid,Automatic,140689,5,11286
Ford,Explorer,2005,4.0,Hybrid,Semi-Automatic,228725,2,6025
Chevrolet,Malibu,2020,2.0,Diesel,Automatic,183441,3,9931
Mercedes,E-Class,2003,2.3,Hybrid,Automatic,117694,3,7446
Mercedes,GLA,2003,1.9,Diesel,Semi-Automatic,138278,2,4134
Toyota,RAV4,2008,4.5,Diesel,Automatic,203634,2,8427
Mercedes,C-Class,2007,1.7,Petrol,Semi-Automatic,255059,2,2798
Hyundai,Sonata,2014,1.9,Petrol,Semi-Automatic,253678,2,5126
Chevrolet,Equinox,2021,4.3,Hybrid,Automatic,189655,2,13406
Toyota,RAV4,2020,4.0,Hybrid,Automatic,224676,4,12106
BMW,X5,2018,3.3,Diesel,Semi-Automatic,151881,2,9762
Toyota,Corolla,2008,2.0,Hybrid,Manual,210592,4,5288
Ford,Focus,2007,1.6,Petrol,Semi-Automatic,244812,4,2903
BMW,5 Series,2011,2.9,Electric,Automatic,270773,5,8384
BMW,3 Series,2016,3.8,Petrol,Manual,196371,4,8772
Hyundai,Elantra,2004,3.4,Hybrid,Automatic,90326,3,9393
Volkswagen,Tiguan,2004,2.0,Hybrid,Manual,47929,1,7341
Audi,A4,2010,1.7,Diesel,Manual,260904,3,3581
Ford,Fiesta,2011,2.3,Electric,Automatic,254220,2,8115
Honda,CR-V,2014,2.5,Petrol,Semi-Automatic,47829,3,9843
Ford,Explorer,2009,1.5,Petrol,Manual,4339,4,8213
Kia,Sportage,2022,3.4,Diesel,Automatic,68508,2,14229
Ford,Focus,2006,2.8,Electric,Automatic,282433,4,6551
Toyota,Corolla,2018,1.1,Electric,Manual,156396,2,9472
Mercedes,E-Class,2011,1.5,Hybrid,Semi-Automatic,173761,5,6424
Hyundai,Elantra,2020,1.8,Hybrid,Manual,7887,2,12742
Ford,Focus,2010,1.5,Hybrid,Semi-Automatic,86892,5,7862
Volkswagen,Passat,2017,1.8,Diesel,Manual,37685,1,10246
Audi,A3,2003,4.2,Hybrid,Semi-Automatic,188952,3,6420
Kia,Sportage,2015,3.1,Diesel,Automatic,256058,3,8078
Kia,Optima,2008,4.5,Petrol,Manual,246080,1,6078
Chevrolet,Equinox,2001,1.7,Electric,Automatic,103088,4,7538
Ford,Explorer,2022,1.3,Petrol,Semi-Automatic,102092,4,9958
Honda,Civic,2001,3.9,Petrol,Manual,85459,2,6590
Audi,A4,2020,4.0,Electric,Automatic,85954,1,15880
Mercedes,GLA,2005,4.5,Petrol,Automatic,89422,1,9811
Toyota,Camry,2007,1.6,Diesel,Manual,67080,2,6458
Mercedes,GLA,2007,3.4,Diesel,Automatic,275042,4,5599
Volkswagen,Tiguan,2004,4.9,Hybrid,Manual,220473,1,6790
Ford,Fiesta,2005,1.8,Electric,Manual,13353,4,9132
BMW,3 Series,2007,4.9,Hybrid,Manual,40316,5,11293
Audi,A4,2015,4.9,Petrol,Manual,213995,5,9220
Audi,A4,2002,2.1,Electric,Manual,249454,4,3810
Honda,Accord,2017,1.3,Electric,Semi-Automatic,179848,3,8903
Kia,Rio,2019,4.9,Hybrid,Manual,42389,2,14852
Honda,CR-V,2003,2.9,Petrol,Automatic,63886,1,8122
Chevrolet,Malibu,2013,2.1,Petrol,Manual,100047,4,8099
Mercedes,E-Class,2009,3.7,Petrol,Semi-Automatic,24132,1,10017
BMW,5 Series,2019,4.3,Electric,Manual,187276,5,12354
Chevrolet,Impala,2020,4.9,Diesel,Manual,100441,4,12991
Volkswagen,Tiguan,2015,1.9,Hybrid,Manual,163910,5,8221
Volkswagen,Tiguan,2021,4.1,Diesel,Automatic,37195,5,15256
Audi,A3,2014,2.7,Hybrid,Automatic,143682,2,10626
Hyundai,Elantra,2010,3.3,Electric,Automatic,292576,2,8048
Volkswagen,Tiguan,2020,2.2,Diesel,Automatic,34617,5,13107
Toyota,Corolla,2018,2.6,Hybrid,Automatic,17983,3,14240
BMW,5 Series,2019,4.8,Hybrid,Automatic,165434,5,13791
Kia,Sportage,2008,4.8,Hybrid,Semi-Automatic,72579,2,10848
Ford,Focus,2017,3.6,Electric,Semi-Automatic,154486,3,11710
Chevrolet,Malibu,2012,1.8,Electric,Manual,213510,1,7229
Ford,Focus,2011,3.5,Diesel,Manual,191624,5,7067
Chevrolet,Equinox,2022,3.1,Hybrid,Semi-Automatic,233710,4,10125
Toyota,Corolla,2004,3.5,Petrol,Manual,213763,3,4524
BMW,3 Series,2012,3.2,Petrol,Manual,106364,4,8772
Kia,Optima,2016,1.8,Petrol,Manual,84202,1,9015
Kia,Sportage,2012,1.3,Petrol,Semi-Automatic,75977,5,7480
Ford,Focus,2023,4.1,Electric,Automatic,230235,3,13995
Mercedes,C-Class,2015,2.9,Electric,Manual,203225,2,9435
Audi,A4,2002,1.9,Diesel,Manual,207014,5,2459
BMW,X5,2023,2.2,Diesel,Manual,280936,2,7581
Chevrolet,Impala,2021,2.9,Petrol,Manual,28402,3,12731
Ford,Fiesta,2014,1.6,Petrol,Manual,238558,3,5128
Chevrolet,Equinox,2007,1.9,Electric,Manual,203009,3,6039
Kia,Optima,2017,1.0,Electric,Manual,217816,5,7843
Hyundai,Elantra,2008,1.3,Electric,Manual,56405,3,8671
Toyota,RAV4,2000,2.4,Diesel,Manual,157208,2,3355
Audi,A3,2001,3.2,Diesel,Semi-Automatic,159856,3,4402
Ford,Explorer,2016,4.6,Diesel,Automatic,59450,5,13811
BMW,5 Series,2013,1.3,Electric,Automatic,34820,4,12103
Volkswagen,Golf,2016,1.0,Electric,Semi-Automatic,211578,2,7668
Kia,Optima,2013,4.5,Petrol,Semi-Automatic,150515,2,9489
Honda,Accord,2006,1.9,Petrol,Semi-Automatic,112805,3,5543
Hyundai,Sonata,2004,2.9,Hybrid,Semi-Automatic,250475,1,4190
Hyundai,Sonata,2009,2.5,Electric,Manual,148855,2,8322
Chevrolet,Impala,2009,2.4,Petrol,Manual,18036,2,8839
Audi,A4,2020,3.5,Hybrid,Semi-Automatic,132329,2,11953
Toyota,Corolla,2018,3.0,Diesel,Manual,228362,2,7932
Toyota,RAV4,2014,2.4,Hybrid,Automatic,131822,1,10563
Audi,A4,2023,2.6,Diesel,Automatic,62285,5,13854
Ford,Focus,2008,2.0,Electric,Automatic,202191,1,7956
BMW,3 Series,2015,3.7,Hybrid,Semi-Automatic,94816,2,11403
Mercedes,E-Class,2019,3.7,Diesel,Automatic,143171,2,12136
Volkswagen,Passat,2007,4.4,Electric,Semi-Automatic,5568,3,12488
Hyundai,Sonata,2016,4.8,Hybrid,Manual,1064,1,14678
Honda,Civic,2013,1.7,Electric,Semi-Automatic,83367,4,10032
Hyundai,Elantra,2005,4.3,Electric,Semi-Automatic,130852,4,9282
Honda,CR-V,2019,2.5,Electric,Automatic,262723,5,10545
Audi,Q5,2009,4.7,Diesel,Manual,239901,2,6701
Volkswagen,Golf,2008,2.8,Petrol,Semi-Automatic,19835,1,8903
Chevrolet,Impala,2015,1.3,Diesel,Automatic,282191,4,5756
Hyundai,Sonata,2008,2.0,Electric,Semi-Automatic,61418,1,9271
Hyundai,Sonata,2007,1.4,Diesel,Semi-Automatic,40965,1,6780
Honda,CR-V,2001,2.8,Hybrid,Automatic,282319,2,4053
BMW,3 Series,2016,4.8,Hybrid,Automatic,93677,3,14326
Honda,Civic,2018,1.9,Diesel,Automatic,182852,4,9242
Toyota,Camry,2022,4.0,Petrol,Automatic,66018,5,14879
Audi,A3,2013,4.6,Hybrid,Semi-Automatic,264204,2,8315
BMW,5 Series,2011,2.9,Diesel,Semi-Automatic,267798,4,4944
Volkswagen,Tiguan,2014,4.4,Hybrid,Semi-Automatic,200804,2,9683
Kia,Optima,2002,4.5,Diesel,Manual,261006,5,3979
Volkswagen,Tiguan,2022,2.1,Diesel,Semi-Automatic,1906,5,12761
Ford,Fiesta,2000,2.2,Diesel,Manual,151812,3,3263
Mercedes,C-Class,2011,3.5,Diesel,Manual,133153,4,8236
Hyundai,Sonata,2010,2.5,Electric,Automatic,55812,5,11983
Volkswagen,Tiguan,2002,3.0,Diesel,Semi-Automatic,175153,5,4196
Ford,Fiesta,2002,2.1,Petrol,Semi-Automatic,256425,5,2000
Chevrolet,Equinox,2020,3.4,Petrol,Semi-Automatic,151481,3,10470
Ford,Explorer,2014,3.8,Diesel,Semi-Automatic,164325,4,8813
Audi,A4,2004,3.1,Petrol,Manual,184871,1,4702
Mercedes,C-Class,2012,1.7,Petrol,Manual,46963,2,8460
Chevrolet,Equinox,2023,4.8,Petrol,Semi-Automatic,144096,4,12918
Audi,Q5,2000,4.8,Diesel,Automatic,189164,2,6616
Ford,Fiesta,2010,4.8,Electric,Semi-Automatic,233196,1,9236
Mercedes,GLA,2022,4.5,Diesel,Automatic,19165,5,16316
Mercedes,E-Class,2017,1.7,Diesel,Manual,231532,4,6269
Chevrolet,Equinox,2010,4.4,Diesel,Automatic,152466,1,9950
Kia,Rio,2003,2.2,Electric,Semi-Automatic,180863,3,5582
BMW,X5,2013,4.0,Diesel,Automatic,151734,3,10465
Kia,Rio,2011,1.7,Diesel,Semi-Automatic,64106,2,7817
Volkswagen,Tiguan,2011,2.4,Electric,Manual,229655,1,7206
Volkswagen,Tiguan,2015,3.2,Petrol,Semi-Automatic,204013,5,7719
Volkswagen,Tiguan,2009,1.0,Diesel,Automatic,208583,1,5128
Honda,Civic,2002,4.7,Electric,Semi-Automatic,61535,4,10169
Mercedes,GLA,2011,3.2,Hybrid,Semi-Automatic,176930,2,8061
Audi,A3,2019,2.6,Petrol,Semi-Automatic,49817,2,11403
Kia,Rio,2017,1.4,Diesel,Semi-Automatic,212576,3,6348
Ford,Focus,2008,2.6,Diesel,Manual,272185,4,3656
Hyundai,Tucson,2001,3.2,Petrol,Manual,214674,2,3306
BMW,3 Series,2012,2.5,Diesel,Automatic,252115,3,6657
Audi,Q5,2019,1.5,Petrol,Manual,285575,2,5588
BMW,3 Series,2002,4.7,Diesel,Manual,87544,1,7649
Toyota,RAV4,2004,1.1,Diesel,Automatic,35570,4,7188
Toyota,Camry,2011,2.5,Electric,Semi-Automatic,109008,4,9719
Audi,A3,2006,1.2,Hybrid,Manual,163168,2,4836
BMW,X5,2014,3.5,Electric,Semi-Automatic,87181,5,12056
Audi,A3,2005,4.8,Petrol,Automatic,240527,1,7089
Honda,Civic,2013,1.4,Electric,Automatic,192393,2,9052
Volkswagen,Tiguan,2010,1.7,Diesel,Manual,206335,3,4673
Toyota,Camry,2018,2.2,Diesel,Semi-Automatic,183658,5,8026
Audi,A4,2009,4.9,Petrol,Manual,132063,1,9058
Toyota,Corolla,2014,1.0,Petrol,Automatic,223635,5,6327
Ford,Fiesta,2019,3.6,Diesel,Manual,260280,5,8194
Toyota,RAV4,2004,5.0,Hybrid,Manual,132068,1,8658
BMW,X5,2007,1.5,Petrol,Semi-Automatic,181250,2,4075
Audi,A4,2017,2.2,Electric,Automatic,205295,1,10794
Ford,Fiesta,2005,3.0,Hybrid,Manual,144199,4,6716
Ford,Focus,2008,3.5,Hybrid,Manual,284000,3,5320
BMW,5 Series,2002,2.3,Petrol,Semi-Automatic,180395,4,3392
Hyundai,Sonata,2003,3.5,Diesel,Semi-Automatic,97355,3,6552
Ford,Explorer,2008,4.9,Diesel,Semi-Automatic,92827,5,9543
Mercedes,E-Class,2004,2.3,Electric,Automatic,235443,2,6391
Ford,Explorer,2017,2.0,Petrol,Semi-Automatic,68000,4,9840
Ford,Explorer,2001,1.6,Diesel,Automatic,89796,3,5704
Hyundai,Sonata,2020,4.7,Petrol,Semi-Automatic,186954,2,11060
Toyota,RAV4,2001,4.5,Diesel,Semi-Automatic,210371,1,4692
Mercedes,E-Class,2002,2.5,Electric,Manual,49187,3,8216
Mercedes,E-Class,2017,2.5,Petrol,Automatic,44142,2,12317
Volkswagen,Passat,2010,1.6,Hybrid,Automatic,255550,4,6089
Mercedes,E-Class,2008,2.3,Petrol,Semi-Automatic,150136,1,5797
Ford,Fiesta,2011,3.0,Diesel,Automatic,126817,4,9363
Ford,Explorer,2017,4.1,Electric,Automatic,268157,5,11436
Audi,Q5,2020,5.0,Diesel,Automatic,56508,3,15469
Kia,Optima,2002,4.4,Electric,Automatic,83927,3,10921
Mercedes,E-Class,2015,4.3,Hybrid,Automatic,218104,1,11037
Ford,Fiesta,2016,3.6,Hybrid,Semi-Automatic,271745,5,8065
Kia,Sportage,2010,1.5,Diesel,Semi-Automatic,215696,4,4286
Mercedes,E-Class,2020,1.3,Hybrid,Manual,201528,2,8369
Mercedes,GLA,2021,4.8,Diesel,Automatic,181278,4,13074
Hyundai,Sonata,2014,2.0,Diesel,Manual,222492,3,5850
Audi,A3,2004,4.0,Diesel,Automatic,126911,3,8261
Volkswagen,Tiguan,2005,4.9,Electric,Manual,195620,2,8587
Hyundai,Tucson,2001,2.7,Petrol,Semi-Automatic,177686,2,3546
Chevrolet,Impala,2008,4.0,Electric,Manual,229386,2,7912
Audi,A4,2023,1.8,Diesel,Semi-Automatic,60422,1,11591
Honda,Accord,2011,3.3,Diesel,Automatic,281236,2,6575
